1651099946.4477305,1651099946.4480586
1651099946.448075,1651099946.4482727
1651099946.4482832,1651099946.4484565
1651099946.4484675,1651099946.4486637
1651099946.448675,1651099946.4488492
1651099946.4488602,1651099946.449045
1651099946.4490683,1651099946.449273
1651099946.4492838,1651099946.4494967
1651099946.4495082,1651099946.4497066
1651099946.4497168,1651099946.4498763
1651099946.8342772,1651099946.8346274
1651099946.8346467,1651099946.8348389
1651099946.8348505,1651099946.835035
1651099946.8350463,1651099946.835225
1651099946.8352363,1651099946.8354213
1651099946.835433,1651099946.8356066
1651099946.8356178,1651099946.83579
1651099946.835801,1651099946.835973
1651099946.8359845,1651099946.8361557
1651099946.8361666,1651099946.8363378
1651099948.3778691,1651099948.3781538
1651099948.3781695,1651099948.3783617
1651099948.3783736,1651099948.3785567
1651099948.3785677,1651099948.3787565
1651099948.3787677,1651099948.3789396
1651099948.3789506,1651099948.3791237
1651099948.3791342,1651099948.3793106
1651099948.3793213,1651099948.3794894
1651099948.3795006,1651099948.379676
1651099948.3796866,1651099948.3798475
1651099948.8289917,1651099948.829339
1651099948.829358,1651099948.8295906
1651099948.8296022,1651099948.8297842
1651099948.8297951,1651099948.8299704
1651099948.8299809,1651099948.8301532
1651099948.8301647,1651099948.8303344
1651099948.830345,1651099948.8305142
1651099948.8305247,1651099948.8306909
1651099948.8307018,1651099948.8308735
1651099948.8308845,1651099948.8310494
1651099950.4715817,1651099950.4718826
1651099950.4718978,1651099950.4720879
1651099950.4720993,1651099950.472273
1651099950.4722836,1651099950.4724534
1651099950.4724643,1651099950.47263
1651099950.4726408,1651099950.472807
1651099950.4728174,1651099950.4729826
1651099950.4729931,1651099950.4731574
1651099950.4731677,1651099950.4733675
1651099950.4733787,1651099950.473581
1651099950.833485,1651099950.8338306
1651099950.8338478,1651099950.834034
1651099950.8340452,1651099950.8342297
1651099950.8342404,1651099950.8344138
1651099950.8344245,1651099950.8345933
1651099950.8346045,1651099950.83477
1651099950.8347807,1651099950.8349462
1651099950.8349576,1651099950.8351212
1651099950.8351316,1651099950.8352928
1651099950.8353033,1651099950.835466
1651099952.111985,1651099952.1122658
1651099952.1122818,1651099952.1124787
1651099952.1124904,1651099952.1126704
1651099952.1126812,1651099952.1128654
1651099952.112877,1651099952.1130555
1651099952.1130664,1651099952.1132326
1651099952.1132433,1651099952.11344
1651099952.1134808,1651099952.1136596
1651099952.11367,1651099952.1138332
1651099952.113844,1651099952.1140077
1651099952.8281634,1651099952.8285441
1651099952.828563,1651099952.8287854
1651099952.8287966,1651099952.8289795
1651099952.8289907,1651099952.8292158
1651099952.8292267,1651099952.8294377
1651099952.8294494,1651099952.829633
1651099952.8296645,1651099952.8298528
1651099952.829864,1651099952.830039
1651099952.83005,1651099952.8302414
1651099952.830253,1651099952.8304238
1651099954.4630938,1651099954.4633784
1651099954.463395,1651099954.463583
1651099954.463594,1651099954.4637737
1651099954.4637847,1651099954.4639592
1651099954.4639704,1651099954.464141
1651099954.4641519,1651099954.464331
1651099954.4643414,1651099954.46452
1651099954.4645302,1651099954.4646926
1651099954.464703,1651099954.464879
1651099954.4648895,1651099954.4650538
1651099954.8465376,1651099954.8469105
1651099954.846929,1651099954.8471196
1651099954.847133,1651099954.847338
1651099954.8473487,1651099954.8475242
1651099954.8475351,1651099954.847709
1651099954.8477197,1651099954.8478973
1651099954.8479078,1651099954.8480778
1651099954.8480887,1651099954.8482704
1651099954.848281,1651099954.84846
1651099954.8484704,1651099954.8486388
1651099956.4528322,1651099956.453121
1651099956.4531364,1651099956.453345
1651099956.4533565,1651099956.4536133
1651099956.4536242,1651099956.4538093
1651099956.4538193,1651099956.4539921
1651099956.4540026,1651099956.4541905
1651099956.4542003,1651099956.454396
1651099956.4544067,1651099956.454577
1651099956.454588,1651099956.4547987
1651099956.4548097,1651099956.454977
1651099956.8425326,1651099956.8429115
1651099956.8429294,1651099956.8431227
1651099956.8431344,1651099956.8433232
1651099956.8433347,1651099956.8435283
1651099956.843539,1651099956.8437192
1651099956.8437297,1651099956.8439076
1651099956.843918,1651099956.8441064
1651099956.8441174,1651099956.8442993
1651099956.8443103,1651099956.8444748
1651099956.844486,1651099956.8446703
1651099958.4044611,1651099958.40476
1651099958.404776,1651099958.4049687
1651099958.4049802,1651099958.4051673
1651099958.4051778,1651099958.4053564
1651099958.405366,1651099958.4055512
1651099958.405562,1651099958.4057639
